date,bond_id,maturity_years,yield
2026-03-12,JGB035,26.93,0.021216
2026-03-12,JGB036,27.092,0.020855
2026-03-12,JGB037,27.882,0.02197
2026-03-12,JGB038,28.476,0.022435
2026-03-12,JGB039,29.437,0.021109
2026-03-13,JGB000,1.346,0.011945
2026-03-13,JGB001,2.577,0.014573
2026-03-13,JGB002,2.952,0.01619
2026-03-13,JGB003,4.293,0.017086
2026-03-13,JGB004,4.298,0.017837
2026-03-13,JGB005,4.328,0.018121
2026-03-13,JGB006,4.57,0.017233
2026-03-13,JGB007,4.857,0.01811
2026-03-13,JGB008,4.864,0.017563
2026-03-13,JGB009,6.465,0.019537
2026-03-13,JGB010,6.533,0.020225
2026-03-13,JGB011,6.906,0.020384
2026-03-13,JGB012,7.441,0.019293
2026-03-13,JGB013,8.622,0.020061
2026-03-13,JGB014,8.676,0.020695
2026-03-13,JGB015,10.922,0.021637
2026-03-13,JGB016,11.385,0.02124
2026-03-13,JGB017,13.183,0.020874
2026-03-13,JGB018,14.279,0.021366
2026-03-13,JGB019,14.767,0.021268
2026-03-13,JGB020,15.229,0.021332
2026-03-13,JGB021,15.586,0.021085
2026-03-13,JGB022,15.615,0.021555
2026-03-13,JGB023,16.698,0.021592
2026-03-13,JGB024,16.835,0.021446
2026-03-13,JGB025,17.952,0.021446
2026-03-13,JGB026,18.244,0.021011
2026-03-13,JGB027,18.846,0.021265
2026-03-13,JGB028,20.054,0.022131
2026-03-13,JGB029,20.276,0.021368
2026-03-13,JGB030,20.364,0.021069
2026-03-13,JGB031,23.747,0.022159
2026-03-13,JGB032,24.165,0.021864
2026-03-13,JGB033,24.594,0.022486
2026-03-13,JGB034,26.086,0.021697
2026-03-13,JGB035,26.93,0.021516
2026-03-13,JGB036,27.092,0.021111
2026-03-13,JGB037,27.882,0.022189
2026-03-13,JGB038,28.476,0.022791
2026-03-13,JGB039,29.437,0.021374
2026-03-16,JGB000,1.346,0.012938
2026-03-16,JGB001,2.577,0.015528
2026-03-16,JGB002,2.952,0.017192
2026-03-16,JGB003,4.293,0.018138
2026-03-16,JGB004,4.298,0.018785
2026-03-16,JGB005,4.328,0.019145
2026-03-16,JGB006,4.57,0.018338
2026-03-16,JGB007,4.857,0.019028
2026-03-16,JGB008,4.864,0.018639
2026-03-16,JGB009,6.465,0.020547
2026-03-16,JGB010,6.533,0.021026
2026-03-16,JGB011,6.906,0.021375
2026-03-16,JGB012,7.441,0.020155
2026-03-16,JGB013,8.622,0.021188
2026-03-16,JGB014,8.676,0.021731
2026-03-16,JGB015,10.922,0.022607
2026-03-16,JGB016,11.385,0.022207
2026-03-16,JGB017,13.183,0.02188
2026-03-16,JGB018,14.279,0.022487
2026-03-16,JGB019,14.767,0.02242
2026-03-16,JGB020,15.229,0.022284
2026-03-16,JGB021,15.586,0.022175
2026-03-16,JGB022,15.615,0.02256
2026-03-16,JGB023,16.698,0.022612
2026-03-16,JGB024,16.835,0.022467
2026-03-16,JGB025,17.952,0.022369
2026-03-16,JGB026,18.244,0.022102
2026-03-16,JGB027,18.846,0.022326
2026-03-16,JGB028,20.054,0.023077
2026-03-16,JGB029,20.276,0.022504
2026-03-16,JGB030,20.364,0.022054
2026-03-16,JGB031,23.747,0.023235
2026-03-16,JGB032,24.165,0.022899
2026-03-16,JGB033,24.594,0.023607
2026-03-16,JGB034,26.086,0.022755
2026-03-16,JGB035,26.93,0.022522
2026-03-16,JGB036,27.092,0.022006
2026-03-16,JGB037,27.882,0.023254
2026-03-16,JGB038,28.476,0.023759
2026-03-16,JGB039,29.437,0.022385
2026-03-17,JGB000,1.346,0.012218
2026-03-17,JGB001,2.577,0.014859
2026-03-17,JGB002,2.952,0.016508
2026-03-17,JGB003,4.293,0.017394
2026-03-17,JGB004,4.298,0.018039
2026-03-17,JGB005,4.328,0.018416
2026-03-17,JGB006,4.57,0.017441
2026-03-17,JGB007,4.857,0.018358
2026-03-17,JGB008,4.864,0.017943
2026-03-17,JGB009,6.465,0.019751
2026-03-17,JGB010,6.533,0.020325
2026-03-17,JGB011,6.906,0.020728
2026-03-17,JGB012,7.441,0.01945
2026-03-17,JGB013,8.622,0.020479
2026-03-17,JGB014,8.676,0.021096
2026-03-17,JGB015,10.922,0.021862
2026-03-17,JGB016,11.385,0.021484
2026-03-17,JGB017,13.183,0.021193
2026-03-17,JGB018,14.279,0.021679
2026-03-17,JGB019,14.767,0.021716
2026-03-17,JGB020,15.229,0.021544
2026-03-17,JGB021,15.586,0.021391
2026-03-17,JGB022,15.615,0.021816
2026-03-17,JGB023,16.698,0.021875
2026-03-17,JGB024,16.835,0.02169
2026-03-17,JGB025,17.952,0.021716
2026-03-17,JGB026,18.244,0.021209
2026-03-17,JGB027,18.846,0.021607
2026-03-17,JGB028,20.054,0.022394
2026-03-17,JGB029,20.276,0.021721
2026-03-17,JGB030,20.364,0.021241
2026-03-17,JGB031,23.747,0.022525
2026-03-17,JGB032,24.165,0.022162
2026-03-17,JGB033,24.594,0.022833
2026-03-17,JGB034,26.086,0.021872
2026-03-17,JGB035,26.93,0.021792
2026-03-17,JGB036,27.092,0.021329
2026-03-17,JGB037,27.882,0.022442
2026-03-17,JGB038,28.476,0.023037
2026-03-17,JGB039,29.437,0.02173
2026-03-18,JGB000,1.346,0.010882
2026-03-18,JGB001,2.577,0.013526
2026-03-18,JGB002,2.952,0.015156
2026-03-18,JGB003,4.293,0.016019
2026-03-18,JGB004,4.298,0.016936
2026-03-18,JGB005,4.328,0.017181
2026-03-18,JGB006,4.57,0.01624
2026-03-18,JGB007,4.857,0.017044
2026-03-18,JGB008,4.864,0.01679
2026-03-18,JGB009,6.465,0.018643
2026-03-18,JGB010,6.533,0.019054
2026-03-18,JGB011,6.906,0.019507
2026-03-18,JGB012,7.441,0.018293
2026-03-18,JGB013,8.622,0.019102
2026-03-18,JGB014,8.676,0.01966
2026-03-18,JGB015,10.922,0.020637
2026-03-18,JGB016,11.385,0.020145
2026-03-18,JGB017,13.183,0.019912
2026-03-18,JGB018,14.279,0.020378
2026-03-18,JGB019,14.767,0.020316
2026-03-18,JGB020,15.229,0.020345
2026-03-18,JGB021,15.586,0.020078
2026-03-18,JGB022,15.615,0.020504
2026-03-18,JGB023,16.698,0.020562
2026-03-18,JGB024,16.835,0.020529
2026-03-18,JGB025,17.952,0.020443
2026-03-18,JGB026,18.244,0.019992
2026-03-18,JGB027,18.846,0.020368
2026-03-18,JGB028,20.054,0.021095
2026-03-18,JGB029,20.276,0.020526
2026-03-18,JGB030,20.364,0.019931
2026-03-18,JGB031,23.747,0.021219
2026-03-18,JGB032,24.165,0.020878
2026-03-18,JGB033,24.594,0.021569
2026-03-18,JGB034,26.086,0.020663
2026-03-18,JGB035,26.93,0.020585
2026-03-18,JGB036,27.092,0.020115
2026-03-18,JGB037,27.882,0.021173
2026-03-18,JGB038,28.476,0.021831
2026-03-18,JGB039,29.437,0.020392
2026-03-19,JGB000,1.346,0.011174
2026-03-19,JGB001,2.577,0.013855
2026-03-19,JGB002,2.952,0.015462
2026-03-19,JGB003,4.293,0.016386
2026-03-19,JGB004,4.298,0.017103
2026-03-19,JGB005,4.328,0.017315
2026-03-19,JGB006,4.57,0.016418
2026-03-19,JGB007,4.857,0.017325
2026-03-19,JGB008,4.864,0.01687
2026-03-19,JGB009,6.465,0.018798
2026-03-19,JGB010,6.533,0.019332
2026-03-19,JGB011,6.906,0.019663
2026-03-19,JGB012,7.441,0.018422
2026-03-19,JGB013,8.622,0.019349
2026-03-19,JGB014,8.676,0.019889
2026-03-19,JGB015,10.922,0.020803
2026-03-19,JGB016,11.385,0.020458
2026-03-19,JGB017,13.183,0.020245
2026-03-19,JGB018,14.279,0.020641
2026-03-19,JGB019,14.767,0.020571
2026-03-19,JGB020,15.229,0.020634
2026-03-19,JGB021,15.586,0.020409
2026-03-19,JGB022,15.615,0.020826
2026-03-19,JGB023,16.698,0.02072
2026-03-19,JGB024,16.835,0.020634
2026-03-19,JGB025,17.952,0.020687
2026-03-19,JGB026,18.244,0.020235
2026-03-19,JGB027,18.846,0.020706
2026-03-19,JGB028,20.054,0.021323
2026-03-19,JGB029,20.276,0.020779
2026-03-19,JGB030,20.364,0.020212
2026-03-19,JGB031,23.747,0.021396
2026-03-19,JGB032,24.165,0.021101
2026-03-19,JGB033,24.594,0.021741
2026-03-19,JGB034,26.086,0.020965
2026-03-19,JGB035,26.93,0.020796
2026-03-19,JGB036,27.092,0.020398
2026-03-19,JGB037,27.882,0.021555
2026-03-19,JGB038,28.476,0.021941
2026-03-19,JGB039,29.437,0.020675
2026-03-20,JGB000,1.346,0.011386
2026-03-20,JGB001,2.577,0.013913
2026-03-20,JGB002,2.952,0.015548
2026-03-20,JGB003,4.293,0.016413
2026-03-20,JGB004,4.298,0.017213
2026-03-20,JGB005,4.328,0.01754
2026-03-20,JGB006,4.57,0.016595
2026-03-20,JGB007,4.857,0.017417
2026-03-20,JGB008,4.864,0.017041
2026-03-20,JGB009,6.465,0.018929
2026-03-20,JGB010,6.533,0.01939
2026-03-20,JGB011,6.906,0.019903
2026-03-20,JGB012,7.441,0.018582
2026-03-20,JGB013,8.622,0.019626
2026-03-20,JGB014,8.676,0.020133
2026-03-20,JGB015,10.922,0.020917
2026-03-20,JGB016,11.385,0.020517
2026-03-20,JGB017,13.183,0.020427
2026-03-20,JGB018,14.279,0.020846
2026-03-20,JGB019,14.767,0.020752
2026-03-20,JGB020,15.229,0.020659
2026-03-20,JGB021,15.586,0.020482
2026-03-20,JGB022,15.615,0.02098
2026-03-20,JGB023,16.698,0.020994
2026-03-20,JGB024,16.835,0.020768
2026-03-20,JGB025,17.952,0.020867
2026-03-20,JGB026,18.244,0.020405
2026-03-20,JGB027,18.846,0.020682
2026-03-20,JGB028,20.054,0.021493
2026-03-20,JGB029,20.276,0.020881
2026-03-20,JGB030,20.364,0.020432
2026-03-20,JGB031,23.747,0.021546
2026-03-20,JGB032,24.165,0.021277
2026-03-20,JGB033,24.594,0.021815
2026-03-20,JGB034,26.086,0.02112
2026-03-20,JGB035,26.93,0.020826
2026-03-20,JGB036,27.092,0.020519
2026-03-20,JGB037,27.882,0.021501
2026-03-20,JGB038,28.476,0.022131
2026-03-20,JGB039,29.437,0.020825
2026-03-23,JGB000,1.346,0.011688
2026-03-23,JGB001,2.577,0.014192
2026-03-23,JGB002,2.952,0.015932
2026-03-23,JGB003,4.293,0.016857
2026-03-23,JGB004,4.298,0.017453
2026-03-23,JGB005,4.328,0.017802
2026-03-23,JGB006,4.57,0.01692
2026-03-23,JGB007,4.857,0.01776
2026-03-23,JGB008,4.864,0.017374
2026-03-23,JGB009,6.465,0.019097
2026-03-23,JGB010,6.533,0.0198
2026-03-23,JGB011,6.906,0.020168
2026-03-23,JGB012,7.441,0.01887
2026-03-23,JGB013,8.622,0.0199
2026-03-23,JGB014,8.676,0.020363
2026-03-23,JGB015,10.922,0.021317
2026-03-23,JGB016,11.385,0.020897
2026-03-23,JGB017,13.183,0.020608
2026-03-23,JGB018,14.279,0.021195
2026-03-23,JGB019,14.767,0.021086
2026-03-23,JGB020,15.229,0.020976
2026-03-23,JGB021,15.586,0.020729
2026-03-23,JGB022,15.615,0.021233
2026-03-23,JGB023,16.698,0.021316
2026-03-23,JGB024,16.835,0.021119
2026-03-23,JGB025,17.952,0.021215
2026-03-23,JGB026,18.244,0.020724
2026-03-23,JGB027,18.846,0.021062
2026-03-23,JGB028,20.054,0.021785
2026-03-23,JGB029,20.276,0.021167
2026-03-23,JGB030,20.364,0.020708
2026-03-23,JGB031,23.747,0.021862
2026-03-23,JGB032,24.165,0.021462
2026-03-23,JGB033,24.594,0.022129
2026-03-23,JGB034,26.086,0.02146
2026-03-23,JGB035,26.93,0.021202
2026-03-23,JGB036,27.092,0.020826
2026-03-23,JGB037,27.882,0.021876
2026-03-23,JGB038,28.476,0.022426
2026-03-23,JGB039,29.437,0.02115
2026-03-24,JGB000,1.346,0.0116
2026-03-24,JGB001,2.577,0.014322
2026-03-24,JGB002,2.952,0.015849
2026-03-24,JGB003,4.293,0.016757
2026-03-24,JGB004,4.298,0.01757
2026-03-24,JGB005,4.328,0.017753
2026-03-24,JGB006,4.57,0.016975
2026-03-24,JGB007,4.857,0.017703
2026-03-24,JGB008,4.864,0.017324
2026-03-24,JGB009,6.465,0.019185
2026-03-24,JGB010,6.533,0.019775
2026-03-24,JGB011,6.906,0.020184
2026-03-24,JGB012,7.441,0.018935
2026-03-24,JGB013,8.622,0.019862
2026-03-24,JGB014,8.676,0.02045
2026-03-24,JGB015,10.922,0.021344
2026-03-24,JGB016,11.385,0.020905
2026-03-24,JGB017,13.183,0.020661
2026-03-24,JGB018,14.279,0.021116
2026-03-24,JGB019,14.767,0.020989
2026-03-24,JGB020,15.229,0.02103
2026-03-24,JGB021,15.586,0.020811
2026-03-24,JGB022,15.615,0.021303
2026-03-24,JGB023,16.698,0.021192
2026-03-24,JGB024,16.835,0.021265
2026-03-24,JGB025,17.952,0.02106
2026-03-24,JGB026,18.244,0.020712
2026-03-24,JGB027,18.846,0.0211
2026-03-24,JGB028,20.054,0.021694
2026-03-24,JGB029,20.276,0.021182
2026-03-24,JGB030,20.364,0.020611
2026-03-24,JGB031,23.747,0.021822
2026-03-24,JGB032,24.165,0.021482
2026-03-24,JGB033,24.594,0.022223
2026-03-24,JGB034,26.086,0.021437
2026-03-24,JGB035,26.93,0.021207
2026-03-24,JGB036,27.092,0.020895
2026-03-24,JGB037,27.882,0.02202
2026-03-24,JGB038,28.476,0.022454
2026-03-24,JGB039,29.437,0.021098
2026-03-25,JGB000,1.346,0.011306
2026-03-25,JGB001,2.577,0.014013
2026-03-25,JGB002,2.952,0.015566
2026-03-25,JGB003,4.293,0.01646
2026-03-25,JGB004,4.298,0.017203
2026-03-25,JGB005,4.328,0.017571
2026-03-25,JGB006,4.57,0.01663
2026-03-25,JGB007,4.857,0.017478
2026-03-25,JGB008,4.864,0.017064
2026-03-25,JGB009,6.465,0.018991
2026-03-25,JGB010,6.533,0.019529
2026-03-25,JGB011,6.906,0.01981
2026-03-25,JGB012,7.441,0.018614
2026-03-25,JGB013,8.622,0.01959
2026-03-25,JGB014,8.676,0.020059
2026-03-25,JGB015,10.922,0.021002
2026-03-25,JGB016,11.385,0.020589
2026-03-25,JGB017,13.183,0.020356
2026-03-25,JGB018,14.279,0.020834
2026-03-25,JGB019,14.767,0.020762
2026-03-25,JGB020,15.229,0.02073
2026-03-25,JGB021,15.586,0.020438
2026-03-25,JGB022,15.615,0.020916
2026-03-25,JGB023,16.698,0.020935
2026-03-25,JGB024,16.835,0.020918
2026-03-25,JGB025,17.952,0.020842
2026-03-25,JGB026,18.244,0.020432
2026-03-25,JGB027,18.846,0.020762
2026-03-25,JGB028,20.054,0.02144
2026-03-25,JGB029,20.276,0.020876
2026-03-25,JGB030,20.364,0.020458
2026-03-25,JGB031,23.747,0.021578
2026-03-25,JGB032,24.165,0.021362
2026-03-25,JGB033,24.594,0.02193
2026-03-25,JGB034,26.086,0.021129
2026-03-25,JGB035,26.93,0.020915
2026-03-25,JGB036,27.092,0.02053
2026-03-25,JGB037,27.882,0.021654
2026-03-25,JGB038,28.476,0.022234
2026-03-25,JGB039,29.437,0.02093
2026-03-26,JGB000,1.346,0.010349
2026-03-26,JGB001,2.577,0.01299
2026-03-26,JGB002,2.952,0.014516
2026-03-26,JGB003,4.293,0.015453
2026-03-26,JGB004,4.298,0.016199
2026-03-26,JGB005,4.328,0.01643
2026-03-26,JGB006,4.57,0.01569
2026-03-26,JGB007,4.857,0.016467
2026-03-26,JGB008,4.864,0.016069
2026-03-26,JGB009,6.465,0.017934
2026-03-26,JGB010,6.533,0.018491
2026-03-26,JGB011,6.906,0.019005
2026-03-26,JGB012,7.441,0.017639
2026-03-26,JGB013,8.622,0.018603
2026-03-26,JGB014,8.676,0.019063
2026-03-26,JGB015,10.922,0.019986
2026-03-26,JGB016,11.385,0.019563
2026-03-26,JGB017,13.183,0.019326
2026-03-26,JGB018,14.279,0.0198
2026-03-26,JGB019,14.767,0.019713
2026-03-26,JGB020,15.229,0.019733
2026-03-26,JGB021,15.586,0.019556
2026-03-26,JGB022,15.615,0.019993
2026-03-26,JGB023,16.698,0.01996
2026-03-26,JGB024,16.835,0.019856
2026-03-26,JGB025,17.952,0.019707
2026-03-26,JGB026,18.244,0.019467
2026-03-26,JGB027,18.846,0.019759
2026-03-26,JGB028,20.054,0.020487
2026-03-26,JGB029,20.276,0.019979
2026-03-26,JGB030,20.364,0.019402
2026-03-26,JGB031,23.747,0.020653
2026-03-26,JGB032,24.165,0.020268
2026-03-26,JGB033,24.594,0.020955
2026-03-26,JGB034,26.086,0.020112
2026-03-26,JGB035,26.93,0.019949
2026-03-26,JGB036,27.092,0.019614
2026-03-26,JGB037,27.882,0.020628
2026-03-26,JGB038,28.476,0.021135
2026-03-26,JGB039,29.437,0.019803
